PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Virgin Islands,2018,2,X,2.58481,X,X,X,X,X,X,32,4,1238
States,New York City,2018,2,X,3.81133,X,X,X,X,X,X,8334,152,218664
States,Alabama,2018,3,X,13.3546,X,X,X,X,X,X,10290,174,77052
States,Alaska,2018,3,X,3.99598,X,X,X,X,X,X,398,34,9960
States,Arizona,2018,3,X,5.80443,X,X,X,X,X,X,2112,92,36386
States,Arkansas,2018,3,X,9.54877,X,X,X,X,X,X,838,30,8776
States,California,2018,3,X,3.93592,X,X,X,X,X,X,3926,248,99748
States,Colorado,2018,3,X,2.54117,X,X,X,X,X,X,1330,84,52338
States,Connecticut,2018,3,X,5.99903,X,X,X,X,X,X,496,46,8268
States,Delaware,2018,3,X,1.22518,X,X,X,X,X,X,58,24,4734
States,District of Columbia,2018,3,X,3.53351,X,X,X,X,X,X,872,10,24678
States,Florida,2018,3,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,3,X,12.4544,X,X,X,X,X,X,12568,100,100912
States,Hawaii,2018,3,X,6.07256,X,X,X,X,X,X,154,30,2536
States,Idaho,2018,3,X,2.98408,X,X,X,X,X,X,90,14,3016
States,Illinois,2018,3,X,5.22717,X,X,X,X,X,X,4740,160,90680
States,Indiana,2018,3,X,7.52908,X,X,X,X,X,X,738,48,9802
States,Iowa,2018,3,X,2.9192,X,X,X,X,X,X,250,30,8564
States,Kansas,2018,3,X,10.7669,X,X,X,X,X,X,1432,56,13300
States,Kentucky,2018,3,X,10.7825,X,X,X,X,X,X,2428,70,22518
States,Louisiana,2018,3,X,9.85901,X,X,X,X,X,X,9804,184,99442
States,Maine,2018,3,X,0.813386,X,X,X,X,X,X,70,42,8606
States,Maryland,2018,3,X,4.94253,X,X,X,X,X,X,688,54,13920
States,Massachusetts,2018,3,X,3.16612,X,X,X,X,X,X,2132,92,67338
States,Michigan,2018,3,X,4.90567,X,X,X,X,X,X,2694,178,54916
States,Minnesota,2018,3,X,5.81178,X,X,X,X,X,X,746,48,12836
States,Mississippi,2018,3,X,9.37762,X,X,X,X,X,X,3360,96,35830
States,Missouri,2018,3,X,11.2224,X,X,X,X,X,X,896,36,7984
States,Montana,2018,3,X,0.538827,X,X,X,X,X,X,34,16,6310
States,Nebraska,2018,3,X,4.35676,X,X,X,X,X,X,848,98,19464
States,Nevada,2018,3,X,2.42663,X,X,X,X,X,X,898,72,37006
States,New Hampshire,2018,3,X,3.12259,X,X,X,X,X,X,162,32,5188
States,New Jersey,2018,3,X,6.26791,X,X,X,X,X,X,3194,82,50958
States,New Mexico,2018,3,X,5.77333,X,X,X,X,X,X,2330,86,40358
States,New York,2018,3,X,7.44408,X,X,X,X,X,X,1684,108,22622
States,North Carolina,2018,3,X,6.5564,X,X,X,X,X,X,1546,94,23580
States,North Dakota,2018,3,X,3.4375,X,X,X,X,X,X,88,14,2560
States,Ohio,2018,3,X,3.71514,X,X,X,X,X,X,1396,136,37576
States,Oklahoma,2018,3,X,9.37781,X,X,X,X,X,X,1878,52,20026
States,Oregon,2018,3,X,4.98781,X,X,X,X,X,X,3804,150,76266
States,Pennsylvania,2018,3,X,3.85401,X,X,X,X,X,X,4492,296,116554
States,Rhode Island,2018,3,X,4.37875,X,X,X,X,X,X,394,46,8998
States,South Carolina,2018,3,X,9.80472,X,X,X,X,X,X,1446,30,14748
States,South Dakota,2018,3,X,4.09751,X,X,X,X,X,X,948,64,23136
States,Tennessee,2018,3,X,9.2934,X,X,X,X,X,X,1502,102,16162
States,Texas,2018,3,X,13.0336,X,X,X,X,X,X,7932,220,60858
States,Utah,2018,3,X,2.6001,X,X,X,X,X,X,600,72,23076
States,Vermont,2018,3,X,3.25805,X,X,X,X,X,X,176,20,5402
States,Virginia,2018,3,X,6.14761,X,X,X,X,X,X,11018,258,179224
States,Washington,2018,3,X,3.43008,X,X,X,X,X,X,572,104,16676
States,West Virginia,2018,3,X,6.35359,X,X,X,X,X,X,1288,74,20272
States,Wisconsin,2018,3,X,4.16218,X,X,X,X,X,X,464,44,11148
States,Wyoming,2018,3,X,6.91589,X,X,X,X,X,X,518,34,7490
States,Puerto Rico,2018,3,X,10.6469,X,X,X,X,X,X,474,8,4452
States,Virgin Islands,2018,3,X,2.10877,X,X,X,X,X,X,38,6,1802
States,New York City,2018,3,X,5.14838,X,X,X,X,X,X,11332,150,220108
States,Alabama,2018,4,X,11.8644,X,X,X,X,X,X,10272,178,86578
States,Alaska,2018,4,X,4.85822,X,X,X,X,X,X,466,34,9592
States,Arizona,2018,4,X,4.9274,X,X,X,X,X,X,1846,90,37464
States,Arkansas,2018,4,X,8.6248,X,X,X,X,X,X,868,28,10064
States,California,2018,4,X,3.89779,X,X,X,X,X,X,4076,244,104572
States,Colorado,2018,4,X,3.05364,X,X,X,X,X,X,1586,84,51938
States,Connecticut,2018,4,X,6.06894,X,X,X,X,X,X,662,44,10908
States,Delaware,2018,4,X,2.34146,X,X,X,X,X,X,144,24,6150
States,District of Columbia,2018,4,X,4.23887,X,X,X,X,X,X,1316,10,31046
States,Florida,2018,4,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,4,X,14.6076,X,X,X,X,X,X,15312,102,104822
States,Hawaii,2018,4,X,6.51316,X,X,X,X,X,X,198,30,3040
States,Idaho,2018,4,X,2.8445,X,X,X,X,X,X,90,16,3164
States,Illinois,2018,4,X,5.03066,X,X,X,X,X,X,5120,162,101776
States,Indiana,2018,4,X,8.0998,X,X,X,X,X,X,896,48,11062
States,Iowa,2018,4,X,3.69972,X,X,X,X,X,X,344,30,9298
States,Kansas,2018,4,X,10.7251,X,X,X,X,X,X,1704,58,15888
States,Kentucky,2018,4,X,9.22906,X,X,X,X,X,X,2490,74,26980
States,Louisiana,2018,4,X,8.27372,X,X,X,X,X,X,9252,184,111824
States,Maine,2018,4,X,1.31412,X,X,X,X,X,X,124,44,9436
States,Maryland,2018,4,X,5.69041,X,X,X,X,X,X,858,54,15078
States,Massachusetts,2018,4,X,3.89597,X,X,X,X,X,X,2960,90,75976
States,Michigan,2018,4,X,5.23913,X,X,X,X,X,X,3030,178,57834
States,Minnesota,2018,4,X,6.31986,X,X,X,X,X,X,916,46,14494
States,Mississippi,2018,4,X,10.4791,X,X,X,X,X,X,4256,96,40614
States,Missouri,2018,4,X,11.2948,X,X,X,X,X,X,970,32,8588
States,Montana,2018,4,X,0.414594,X,X,X,X,X,X,30,16,7236
States,Nebraska,2018,4,X,6.76716,X,X,X,X,X,X,1266,94,18708
States,Nevada,2018,4,X,2.59881,X,X,X,X,X,X,1102,74,42404
States,New Hampshire,2018,4,X,3.56789,X,X,X,X,X,X,216,30,6054
States,New Jersey,2018,4,X,8.34567,X,X,X,X,X,X,4960,82,59432
States,New Mexico,2018,4,X,6.65956,X,X,X,X,X,X,2500,84,37540
States,New York,2018,4,X,9.17524,X,X,X,X,X,X,2710,112,29536
States,North Carolina,2018,4,X,8.04941,X,X,X,X,X,X,3232,100,40152
States,North Dakota,2018,4,X,3.375,X,X,X,X,X,X,108,16,3200
States,Ohio,2018,4,X,3.805,X,X,X,X,X,X,1764,132,46360
States,Oklahoma,2018,4,X,11.1911,X,X,X,X,X,X,2238,48,19998
States,Oregon,2018,4,X,4.66363,X,X,X,X,X,X,3602,158,77236
States,Pennsylvania,2018,4,X,4.73499,X,X,X,X,X,X,6232,296,131616
States,Rhode Island,2018,4,X,5.31038,X,X,X,X,X,X,580,46,10922
States,South Carolina,2018,4,X,13.1564,X,X,X,X,X,X,1814,28,13788
States,South Dakota,2018,4,X,4.74987,X,X,X,X,X,X,1090,64,22948
States,Tennessee,2018,4,X,5.42749,X,X,X,X,X,X,1262,110,23252
States,Texas,2018,4,X,14.5657,X,X,X,X,X,X,10406,220,71442
States,Utah,2018,4,X,1.75702,X,X,X,X,X,X,468,64,26636
States,Vermont,2018,4,X,3.99306,X,X,X,X,X,X,230,20,5760
States,Virginia,2018,4,X,8.50462,X,X,X,X,X,X,17014,258,200056
States,Washington,2018,4,X,3.78788,X,X,X,X,X,X,690,104,18216
States,West Virginia,2018,4,X,6.40561,X,X,X,X,X,X,1590,74,24822
States,Wisconsin,2018,4,X,4.77368,X,X,X,X,X,X,618,48,12946
States,Wyoming,2018,4,X,6.95444,X,X,X,X,X,X,580,36,8340
States,Puerto Rico,2018,4,X,11.6332,X,X,X,X,X,X,510,8,4384
States,Virgin Islands,2018,4,X,2.34899,X,X,X,X,X,X,42,6,1788
States,New York City,2018,4,X,6.39478,X,X,X,X,X,X,15084,148,235880
States,Alabama,2018,5,X,12.372,X,X,X,X,X,X,10556,174,85322
States,Alaska,2018,5,X,6.09535,X,X,X,X,X,X,606,34,9942
States,Arizona,2018,5,X,4.84615,X,X,X,X,X,X,1512,76,31200
States,Arkansas,2018,5,X,11.0532,X,X,X,X,X,X,1272,34,11508
States,California,2018,5,X,4.25872,X,X,X,X,X,X,4738,242,111254
States,Colorado,2018,5,X,3.65521,X,X,X,X,X,X,1954,84,53458
States,Connecticut,2018,5,X,6.15455,X,X,X,X,X,X,806,48,13096
States,Delaware,2018,5,X,3.46306,X,X,X,X,X,X,210,24,6064
States,District of Columbia,2018,5,X,5.25907,X,X,X,X,X,X,1626,10,30918
States,Florida,2018,5,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,5,X,15.4536,X,X,X,X,X,X,16064,98,103950
States,Hawaii,2018,5,X,5.34682,X,X,X,X,X,X,148,30,2768
States,Idaho,2018,5,X,3.35648,X,X,X,X,X,X,116,16,3456
States,Illinois,2018,5,X,5.86232,X,X,X,X,X,X,5440,156,92796
States,Indiana,2018,5,X,7.83333,X,X,X,X,X,X,846,46,10800
States,Iowa,2018,5,X,3.65103,X,X,X,X,X,X,344,30,9422
States,Kansas,2018,5,X,11.3333,X,X,X,X,X,X,1848,56,16306
States,Kentucky,2018,5,X,10.143,X,X,X,X,X,X,2554,68,25180
States,Louisiana,2018,5,X,8.6669,X,X,X,X,X,X,9488,184,109474
States,Maine,2018,5,X,1.26684,X,X,X,X,X,X,126,44,9946
States,Maryland,2018,5,X,5.85435,X,X,X,X,X,X,910,48,15544
States,Massachusetts,2018,5,X,5.48851,X,X,X,X,X,X,3984,86,72588
States,Michigan,2018,5,X,5.63008,X,X,X,X,X,X,3240,178,57548
States,Minnesota,2018,5,X,6.45955,X,X,X,X,X,X,998,48,15450
States,Mississippi,2018,5,X,9.49778,X,X,X,X,X,X,4066,94,42810
States,Missouri,2018,5,X,10.8575,X,X,X,X,X,X,1684,34,15510
States,Montana,2018,5,X,0.702106,X,X,X,X,X,X,56,16,7976
States,Nebraska,2018,5,X,6.87682,X,X,X,X,X,X,1418,98,20620
States,Nevada,2018,5,X,2.92305,X,X,X,X,X,X,1148,72,39274
States,New Hampshire,2018,5,X,4.8031,X,X,X,X,X,X,322,32,6704
States,New Jersey,2018,5,X,10.0087,X,X,X,X,X,X,5962,86,59568
States,New Mexico,2018,5,X,9.94933,X,X,X,X,X,X,4438,80,44606
States,New York,2018,5,X,10.9383,X,X,X,X,X,X,3348,106,30608
States,North Carolina,2018,5,X,8.64026,X,X,X,X,X,X,3608,104,41758
States,North Dakota,2018,5,X,3.40479,X,X,X,X,X,X,108,18,3172
States,Ohio,2018,5,X,4.19839,X,X,X,X,X,X,2018,126,48066
States,Oklahoma,2018,5,X,9.39801,X,X,X,X,X,X,2042,50,21728
States,Oregon,2018,5,X,4.6211,X,X,X,X,X,X,3532,158,76432
States,Pennsylvania,2018,5,X,5.88179,X,X,X,X,X,X,7360,294,125132
States,Rhode Island,2018,5,X,5.81829,X,X,X,X,X,X,748,46,12856
States,South Carolina,2018,5,X,13.7621,X,X,X,X,X,X,2050,30,14896
States,South Dakota,2018,5,X,5.38455,X,X,X,X,X,X,1298,64,24106
States,Tennessee,2018,5,X,6.83224,X,X,X,X,X,X,1392,112,20374
States,Texas,2018,5,X,13.9335,X,X,X,X,X,X,9992,218,71712
States,Utah,2018,5,X,2.01143,X,X,X,X,X,X,542,74,26946
States,Vermont,2018,5,X,4.5929,X,X,X,X,X,X,220,18,4790
States,Virginia,2018,5,X,10.5629,X,X,X,X,X,X,21552,262,204034
States,Washington,2018,5,X,2.99176,X,X,X,X,X,X,494,102,16512
States,West Virginia,2018,5,X,5.70849,X,X,X,X,X,X,1182,72,20706
States,Wisconsin,2018,5,X,4.93411,X,X,X,X,X,X,674,48,13660
States,Wyoming,2018,5,X,7.04195,X,X,X,X,X,X,658,36,9344
States,Puerto Rico,2018,5,X,11.957,X,X,X,X,X,X,578,8,4834
States,Virgin Islands,2018,5,X,0.883838,X,X,X,X,X,X,14,6,1584
States,New York City,2018,5,X,7.5074,X,X,X,X,X,X,17658,148,235208
States,Alabama,2018,6,X,11.8198,X,X,X,X,X,X,10200,176,86296
States,Alaska,2018,6,X,6.00365,X,X,X,X,X,X,658,34,10960
States,Arizona,2018,6,X,5.24431,X,X,X,X,X,X,1992,90,37984
States,Arkansas,2018,6,X,9.78761,X,X,X,X,X,X,1106,32,11300
States,California,2018,6,X,3.81901,X,X,X,X,X,X,4232,242,110814
States,Colorado,2018,6,X,3.17279,X,X,X,X,X,X,1726,84,54400
States,Connecticut,2018,6,X,7.15832,X,X,X,X,X,X,926,48,12936
States,Delaware,2018,6,X,6.28149,X,X,X,X,X,X,374,24,5954
States,District of Columbia,2018,6,X,5.08086,X,X,X,X,X,X,1552,10,30546
States,Florida,2018,6,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,6,X,15.1114,X,X,X,X,X,X,17898,100,118440
States,Hawaii,2018,6,X,4.81322,X,X,X,X,X,X,134,30,2784
States,Idaho,2018,6,X,2.43337,X,X,X,X,X,X,84,16,3452
States,Illinois,2018,6,X,5.58535,X,X,X,X,X,X,5104,158,91382
States,Indiana,2018,6,X,8.36013,X,X,X,X,X,X,884,46,10574
States,Iowa,2018,6,X,3.45622,X,X,X,X,X,X,300,30,8680
States,Kansas,2018,6,X,11.6555,X,X,X,X,X,X,1846,56,15838
States,Kentucky,2018,6,X,9.78003,X,X,X,X,X,X,2552,68,26094
States,Louisiana,2018,6,X,7.72847,X,X,X,X,X,X,8712,180,112726
States,Maine,2018,6,X,1.52672,X,X,X,X,X,X,144,44,9432
States,Maryland,2018,6,X,5.29225,X,X,X,X,X,X,900,54,17006
States,Massachusetts,2018,6,X,5.42233,X,X,X,X,X,X,4138,90,76314
States,Michigan,2018,6,X,5.20407,X,X,X,X,X,X,2772,176,53266
States,Minnesota,2018,6,X,6.73487,X,X,X,X,X,X,948,44,14076
States,Mississippi,2018,6,X,8.75438,X,X,X,X,X,X,3746,98,42790
States,Missouri,2018,6,X,10.0327,X,X,X,X,X,X,1290,34,12858
States,Montana,2018,6,X,0.467675,X,X,X,X,X,X,34,16,7270
States,Nebraska,2018,6,X,8.88565,X,X,X,X,X,X,1708,98,19222
States,Nevada,2018,6,X,2.88873,X,X,X,X,X,X,1134,70,39256
States,New Hampshire,2018,6,X,6.68648,X,X,X,X,X,X,450,34,6730
States,New Jersey,2018,6,X,10.7946,X,X,X,X,X,X,6602,86,61160
States,New Mexico,2018,6,X,8.39223,X,X,X,X,X,X,3990,88,47544
States,New York,2018,6,X,10.7166,X,X,X,X,X,X,3356,110,31316
States,North Carolina,2018,6,X,10.2671,X,X,X,X,X,X,3998,102,38940
States,North Dakota,2018,6,X,4.43686,X,X,X,X,X,X,130,16,2930
States,Ohio,2018,6,X,5.13372,X,X,X,X,X,X,2196,128,42776
States,Oklahoma,2018,6,X,7.6137,X,X,X,X,X,X,1520,48,19964
States,Oregon,2018,6,X,3.60467,X,X,X,X,X,X,2812,158,78010
States,Pennsylvania,2018,6,X,6.65385,X,X,X,X,X,X,8442,298,126874
States,Rhode Island,2018,6,X,7.81563,X,X,X,X,X,X,1014,46,12974
States,South Carolina,2018,6,X,14.6386,X,X,X,X,X,X,2062,30,14086
States,South Dakota,2018,6,X,4.8319,X,X,X,X,X,X,1098,62,22724
States,Tennessee,2018,6,X,6.149,X,X,X,X,X,X,1172,106,19060
States,Texas,2018,6,X,12.9045,X,X,X,X,X,X,8900,220,68968
States,Utah,2018,6,X,2.5761,X,X,X,X,X,X,1266,88,49144
States,Vermont,2018,6,X,5.64516,X,X,X,X,X,X,322,20,5704
States,Virginia,2018,6,X,10.929,X,X,X,X,X,X,22904,262,209570
States,Washington,2018,6,X,2.39453,X,X,X,X,X,X,420,106,17540
States,West Virginia,2018,6,X,6.63894,X,X,X,X,X,X,1596,78,24040
States,Wisconsin,2018,6,X,4.87649,X,X,X,X,X,X,612,46,12550
States,Wyoming,2018,6,X,7.18969,X,X,X,X,X,X,658,38,9152
States,Puerto Rico,2018,6,X,13.0017,X,X,X,X,X,X,622,8,4784
States,Virgin Islands,2018,6,X,1.0333,X,X,X,X,X,X,18,6,1742
States,New York City,2018,6,X,8.45818,X,X,X,X,X,X,20392,146,241092
States,Alabama,2018,7,X,6.65588,X,X,X,X,X,X,5842,174,87772
States,Alaska,2018,7,X,6.99237,X,X,X,X,X,X,770,34,11012
States,Arizona,2018,7,X,5.1727,X,X,X,X,X,X,1896,92,36654
States,Arkansas,2018,7,X,7.62913,X,X,X,X,X,X,836,28,10958
States,California,2018,7,X,3.71403,X,X,X,X,X,X,3758,224,101184
States,Colorado,2018,7,X,2.90869,X,X,X,X,X,X,1480,82,50882
States,Connecticut,2018,7,X,6.19369,X,X,X,X,X,X,770,48,12432
States,Delaware,2018,7,X,4.70395,X,X,X,X,X,X,286,24,6080
States,District of Columbia,2018,7,X,5.29988,X,X,X,X,X,X,1580,10,29812
States,Florida,2018,7,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,7,X,11.8514,X,X,X,X,X,X,13056,98,110164
States,Hawaii,2018,7,X,5.09091,X,X,X,X,X,X,140,30,2750
States,Idaho,2018,7,X,2.13749,X,X,X,X,X,X,74,16,3462
States,Illinois,2018,7,X,4.94075,X,X,X,X,X,X,4828,158,97718
States,Indiana,2018,7,X,6.44227,X,X,X,X,X,X,712,46,11052
States,Iowa,2018,7,X,2.56479,X,X,X,X,X,X,190,26,7408
States,Kansas,2018,7,X,11.6456,X,X,X,X,X,X,1806,54,15508
States,Kentucky,2018,7,X,8.88619,X,X,X,X,X,X,2344,64,26378
States,Louisiana,2018,7,X,6.68204,X,X,X,X,X,X,7304,184,109308
States,Maine,2018,7,X,1.52294,X,X,X,X,X,X,154,44,10112
States,Maryland,2018,7,X,4.74063,X,X,X,X,X,X,764,54,16116
States,Massachusetts,2018,7,X,5.06878,X,X,X,X,X,X,3972,84,78362
States,Michigan,2018,7,X,3.99642,X,X,X,X,X,X,2054,166,51396
States,Minnesota,2018,7,X,5.68824,X,X,X,X,X,X,886,46,15576
States,Mississippi,2018,7,X,7.7409,X,X,X,X,X,X,2990,92,38626
States,Missouri,2018,7,X,8.78563,X,X,X,X,X,X,1350,36,15366
States,Montana,2018,7,X,0.473538,X,X,X,X,X,X,34,16,7180
States,Nebraska,2018,7,X,7.36749,X,X,X,X,X,X,1504,98,20414
States,Nevada,2018,7,X,2.63465,X,X,X,X,X,X,992,72,37652
States,New Hampshire,2018,7,X,6.27188,X,X,X,X,X,X,430,34,6856
States,New Jersey,2018,7,X,11.1524,X,X,X,X,X,X,6782,86,60812
States,New Mexico,2018,7,X,6.70531,X,X,X,X,X,X,2846,88,42444
States,New York,2018,7,X,10.3037,X,X,X,X,X,X,3176,110,30824
States,North Carolina,2018,7,X,7.92215,X,X,X,X,X,X,2890,102,36480
States,North Dakota,2018,7,X,2.94521,X,X,X,X,X,X,86,16,2920
States,Ohio,2018,7,X,3.65346,X,X,X,X,X,X,1632,126,44670
States,Oklahoma,2018,7,X,6.21926,X,X,X,X,X,X,1138,40,18298
States,Oregon,2018,7,X,3.15409,X,X,X,X,X,X,2426,156,76916
States,Pennsylvania,2018,7,X,6.79851,X,X,X,X,X,X,8704,286,128028
States,Rhode Island,2018,7,X,7.24661,X,X,X,X,X,X,918,46,12668
States,South Carolina,2018,7,X,11.9974,X,X,X,X,X,X,1450,30,12086
States,South Dakota,2018,7,X,4.33716,X,X,X,X,X,X,1096,64,25270
States,Tennessee,2018,7,X,5.61738,X,X,X,X,X,X,1060,106,18870
States,Texas,2018,7,X,10.9435,X,X,X,X,X,X,7196,218,65756
States,Utah,2018,7,X,2.98601,X,X,X,X,X,X,2758,94,92364
States,Vermont,2018,7,X,4.47761,X,X,X,X,X,X,276,20,6164
States,Virginia,2018,7,X,10.7374,X,X,X,X,X,X,22390,262,208524
States,Washington,2018,7,X,2.13897,X,X,X,X,X,X,362,106,16924
States,West Virginia,2018,7,X,6.33742,X,X,X,X,X,X,1468,72,23164
States,Wisconsin,2018,7,X,4.34143,X,X,X,X,X,X,590,48,13590
States,Wyoming,2018,7,X,7.06129,X,X,X,X,X,X,606,34,8582
States,Puerto Rico,2018,7,X,11.9693,X,X,X,X,X,X,530,8,4428
States,Virgin Islands,2018,7,X,1.57005,X,X,X,X,X,X,26,6,1656
States,New York City,2018,7,X,8.36329,X,X,X,X,X,X,17962,80,214772
States,Alabama,2018,8,X,5.65463,X,X,X,X,X,X,4344,178,76822
States,Alaska,2018,8,X,6.28311,X,X,X,X,X,X,688,34,10950
States,Arizona,2018,8,X,5.13133,X,X,X,X,X,X,1770,92,34494
States,Arkansas,2018,8,X,6.2677,X,X,X,X,X,X,664,34,10594
States,California,2018,8,X,3.51102,X,X,X,X,X,X,3238,238,92224
States,Colorado,2018,8,X,2.72131,X,X,X,X,X,X,1344,82,49388
States,Connecticut,2018,8,X,5.26689,X,X,X,X,X,X,594,46,11278
States,Delaware,2018,8,X,2.69906,X,X,X,X,X,X,160,24,5928
States,District of Columbia,2018,8,X,3.88872,X,X,X,X,X,X,998,10,25664
States,Florida,2018,8,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,8,X,6.4308,X,X,X,X,X,X,6380,102,99210
States,Hawaii,2018,8,X,4.36548,X,X,X,X,X,X,86,28,1970
States,Idaho,2018,8,X,2.47823,X,X,X,X,X,X,74,14,2986
States,Illinois,2018,8,X,4.00358,X,X,X,X,X,X,3758,160,93866
States,Indiana,2018,8,X,3.88493,X,X,X,X,X,X,316,44,8134
States,Iowa,2018,8,X,2.05001,X,X,X,X,X,X,182,28,8878
States,Kansas,2018,8,X,9.29682,X,X,X,X,X,X,1256,52,13510
States,Kentucky,2018,8,X,8.47563,X,X,X,X,X,X,1638,62,19326
States,Louisiana,2018,8,X,4.43427,X,X,X,X,X,X,4670,182,105316
States,Maine,2018,8,X,1.5775,X,X,X,X,X,X,138,44,8748
States,Maryland,2018,8,X,4.14467,X,X,X,X,X,X,738,56,17806
States,Massachusetts,2018,8,X,4.61404,X,X,X,X,X,X,3064,90,66406
States,Michigan,2018,8,X,3.41734,X,X,X,X,X,X,1760,170,51502
States,Minnesota,2018,8,X,5.32849,X,X,X,X,X,X,704,42,13212
States,Mississippi,2018,8,X,5.80919,X,X,X,X,X,X,2186,92,37630
States,Missouri,2018,8,X,5.42488,X,X,X,X,X,X,738,34,13604
States,Montana,2018,8,X,0.593565,X,X,X,X,X,X,38,16,6402
States,Nebraska,2018,8,X,6.49497,X,X,X,X,X,X,1266,98,19492
States,Nevada,2018,8,X,2.18312,X,X,X,X,X,X,794,72,36370
States,New Hampshire,2018,8,X,3.47138,X,X,X,X,X,X,228,34,6568
States,New Jersey,2018,8,X,8.32214,X,X,X,X,X,X,4462,86,53616
States,New Mexico,2018,8,X,5.21037,X,X,X,X,X,X,1974,88,37886
States,New York,2018,8,X,6.97767,X,X,X,X,X,X,1750,110,25080
States,North Carolina,2018,8,X,5.16899,X,X,X,X,X,X,1664,92,32192
States,North Dakota,2018,8,X,3.20102,X,X,X,X,X,X,100,16,3124
States,Ohio,2018,8,X,3.02552,X,X,X,X,X,X,1304,132,43100
States,Oklahoma,2018,8,X,5.27439,X,X,X,X,X,X,890,54,16874
States,Oregon,2018,8,X,3.13381,X,X,X,X,X,X,2202,158,70266
States,Pennsylvania,2018,8,X,5.39183,X,X,X,X,X,X,6290,278,116658
States,Rhode Island,2018,8,X,5.00479,X,X,X,X,X,X,522,46,10430
States,South Carolina,2018,8,X,7.92783,X,X,X,X,X,X,870,30,10974
States,South Dakota,2018,8,X,4.40492,X,X,X,X,X,X,852,62,19342
States,Tennessee,2018,8,X,3.28443,X,X,X,X,X,X,506,104,15406
States,Texas,2018,8,X,8.27868,X,X,X,X,X,X,5276,218,63730
States,Utah,2018,8,X,3.0292,X,X,X,X,X,X,2164,92,71438
States,Vermont,2018,8,X,3.80984,X,X,X,X,X,X,226,20,5932
States,Virginia,2018,8,X,7.80826,X,X,X,X,X,X,15032,262,192514
States,Washington,2018,8,X,2.28186,X,X,X,X,X,X,352,106,15426
States,West Virginia,2018,8,X,2.8259,X,X,X,X,X,X,584,68,20666
States,Wisconsin,2018,8,X,3.99705,X,X,X,X,X,X,542,48,13560
States,Wyoming,2018,8,X,6.21257,X,X,X,X,X,X,498,38,8016
States,Puerto Rico,2018,8,X,9.8472,X,X,X,X,X,X,464,8,4712
States,Virgin Islands,2018,8,X,0.833333,X,X,X,X,X,X,14,6,1680
States,New York City,2018,8,X,5.9571,X,X,X,X,X,X,12752,148,214064
States,Alabama,2018,9,X,3.43508,X,X,X,X,X,X,2424,176,70566
States,Alaska,2018,9,X,7.12882,X,X,X,X,X,X,798,34,11194
States,Arizona,2018,9,X,4.42171,X,X,X,X,X,X,1556,96,35190
States,Arkansas,2018,9,X,4.22597,X,X,X,X,X,X,386,24,9134
States,California,2018,9,X,3.64857,X,X,X,X,X,X,3740,240,102506
States,Colorado,2018,9,X,2.1811,X,X,X,X,X,X,1108,82,50800
States,Connecticut,2018,9,X,5.14261,X,X,X,X,X,X,476,38,9256
States,Delaware,2018,9,X,1.78051,X,X,X,X,X,X,110,24,6178
States,District of Columbia,2018,9,X,2.60078,X,X,X,X,X,X,720,10,27684
States,Florida,2018,9,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,9,X,4.09472,X,X,X,X,X,X,3922,102,95782
States,Hawaii,2018,9,X,3.84047,X,X,X,X,X,X,104,30,2708
States,Idaho,2018,9,X,1.47059,X,X,X,X,X,X,50,14,3400
States,Illinois,2018,9,X,2.72481,X,X,X,X,X,X,2558,156,93878
States,Indiana,2018,9,X,3.89948,X,X,X,X,X,X,360,44,9232
States,Iowa,2018,9,X,1.44578,X,X,X,X,X,X,108,26,7470
States,Kansas,2018,9,X,6.58113,X,X,X,X,X,X,954,54,14496
States,Kentucky,2018,9,X,5.81229,X,X,X,X,X,X,1054,60,18134
States,Louisiana,2018,9,X,3.46841,X,X,X,X,X,X,3600,186,103794
States,Maine,2018,9,X,0.967937,X,X,X,X,X,X,96,44,9918
States,Maryland,2018,9,X,3.05353,X,X,X,X,X,X,518,58,16964
States,Massachusetts,2018,9,X,3.00361,X,X,X,X,X,X,2080,90,69250
States,Michigan,2018,9,X,3.03726,X,X,X,X,X,X,1562,172,51428
States,Minnesota,2018,9,X,4.47309,X,X,X,X,X,X,590,42,13190
States,Mississippi,2018,9,X,3.86015,X,X,X,X,X,X,1358,90,35180
States,Missouri,2018,9,X,3.59994,X,X,X,X,X,X,478,32,13278
States,Montana,2018,9,X,0.886076,X,X,X,X,X,X,70,16,7900
States,Nebraska,2018,9,X,5.66446,X,X,X,X,X,X,994,94,17548
States,Nevada,2018,9,X,1.80592,X,X,X,X,X,X,632,68,34996
